skillName,simLinked,simSymba
ios development,"Tuple{String,Float32}[(""ios development"", 1.0), (""kiosk development"", 0.88235295), (""bom development"", 0.8666667), (""ip development"", 0.8666667), (""it development"", 0.8666667), (""kol development"", 0.8666667), (""pop development"", 0.8666667), (""roi development"", 0.8666667), (""sop development"", 0.8666667), (""forms development"", 0.8235294), (""ideas development"", 0.8235294), (""blog development"", 0.8125), (""copy development"", 0.8125), (""core development"", 0.8125), (""flow development"", 0.8125), (""form development"", 0.8125), (""goal development"", 0.8125), (""ipad development"", 0.8125), (""link development"", 0.8125), (""list development"", 0.8125), (""logo development"", 0.8125), (""look development"", 0.8125), (""port development"", 0.8125), (""site development"", 0.8125), (""test development"", 0.8125), (""tour development"", 0.8125), (""wash development"", 0.8125), (""wiki development"", 0.8125), (""ad development"", 0.8), (""api development"", 0.8), (""cmc development"", 0.8), (""co-development"", 0.8), (""gui development"", 0.8), (""hw development"", 0.8), (""jsp development"", 0.8), (""new development"", 0.8), (""p&l development"", 0.8), (""pdk development"", 0.8), (""php development"", 0.8), (""pmo development"", 0.8), (""rep development"", 0.8), (""rfq development"", 0.8), (""rtl development"", 0.8), (""sap development"", 0.8), (""sar development"", 0.8), (""sdk development"", 0.8), (""sme development"", 0.8), (""web development"", 0.8), (""wpf development"", 0.8), (""course development"", 0.7777778), (""series development"", 0.7777778), (""sports development"", 0.7777778), (""vision development"", 0.7777778), (""assay development"", 0.7647059), (""asset development"", 0.7647059), (""board development"", 0.7647059), (""child development"", 0.7647059), (""cloud development"", 0.7647059), (""color development"", 0.7647059), (""donor development"", 0.7647059), (""field development"", 0.7647059), (""force development"", 0.7647059), (""group development"", 0.7647059), (""image development"", 0.7647059), (""joint development"", 0.7647059), (""linux development"", 0.7647059), (""local development"", 0.7647059), (""model development"", 0.7647059), (""music development"", 0.7647059), (""pitch development"", 0.7647059), (""power development"", 0.7647059), (""print development"", 0.7647059), (""route development"", 0.7647059), (""video development"", 0.7647059), (""youth development"", 0.7647059), (""club development"", 0.75), (""deal development"", 0.75), (""drug development"", 0.75), (""fund development"", 0.75), (""game development"", 0.75), (""j2me development"", 0.75), (""land development"", 0.75), (""lead development"", 0.75), (""menu development"", 0.75), (""name development"", 0.75), (""new developments"", 0.75), (""p&id development"", 0.75), (""part development"", 0.75), (""peer development"", 0.75), (""spec development"", 0.75), (""team development"", 0.75), (""trim development"", 0.75), (""advisor development"", 0.7368421), (""airport development"", 0.7368421), (""housing development"", 0.7368421), (""iseries development"", 0.7368421), (""methods development"", 0.7368421), (""mission development"", 0.7368421), (""process development"", 0.7368421), (""reports development"", 0.7368421), (""tourism development"", 0.7368421), (""women's development"", 0.7368421), (""pre-development"", 0.73333335), (""redevelopment"", 0.73333335), (""artist development"", 0.7222222), (""client development"", 0.7222222), (""device development"", 0.7222222), (""engine development"", 0.7222222), (""export development"", 0.7222222), (""family development"", 0.7222222), (""global development"", 0.7222222), (""growth development"", 0.7222222), (""method development"", 0.7222222), (""module development"", 0.7222222), (""office development"", 0.7222222), (""online development"", 0.7222222), (""people development"", 0.7222222), (""policy development"", 0.7222222), (""portal development"", 0.7222222), (""recipe development"", 0.7222222), (""remote development"", 0.7222222), (""report development"", 0.7222222), (""resort development"", 0.7222222), (""social development"", 0.7222222), (""source development"", 0.7222222), (""system development"", 0.7222222), (""visual development"", 0.7222222), (""microsoft development"", 0.71428573), (""solutions development"", 0.71428573), (""adult development"", 0.7058824), (""agent development"", 0.7058824), (""brand development"", 0.7058824), (""early development"", 0.7058824), (""green development"", 0.7058824), (""human development"", 0.7058824), (""media development"", 0.7058824), (""offer development"", 0.7058824), (""quant development"", 0.7058824), (""range development"", 0.7058824), (""rural development"", 0.7058824), (""staff development"", 0.7058824), (""style development"", 0.7058824), (""theme development"", 0.7058824), (""trade development"", 0.7058824), (""venue development"", 0.7058824)]","Tuple{String,Float32}[(""ios development"", 1.0), (""kiosk development"", 0.88235295), (""bom development"", 0.8666667), (""ip development"", 0.8666667), (""it development"", 0.8666667), (""kol development"", 0.8666667), (""pop development"", 0.8666667), (""roi development"", 0.8666667), (""sop development"", 0.8666667), (""forms development"", 0.8235294), (""ideas development"", 0.8235294), (""blog development"", 0.8125), (""copy development"", 0.8125), (""core development"", 0.8125), (""flow development"", 0.8125), (""form development"", 0.8125), (""goal development"", 0.8125), (""ipad development"", 0.8125), (""link development"", 0.8125), (""list development"", 0.8125), (""logo development"", 0.8125), (""look development"", 0.8125), (""port development"", 0.8125), (""site development"", 0.8125), (""test development"", 0.8125), (""tour development"", 0.8125), (""wash development"", 0.8125), (""wiki development"", 0.8125), (""ad development"", 0.8), (""api development"", 0.8), (""cmc development"", 0.8), (""co-development"", 0.8), (""gui development"", 0.8), (""hw development"", 0.8), (""jsp development"", 0.8), (""new development"", 0.8), (""p&l development"", 0.8), (""pdk development"", 0.8), (""php development"", 0.8), (""pmo development"", 0.8), (""rep development"", 0.8), (""rfq development"", 0.8), (""rtl development"", 0.8), (""sap development"", 0.8), (""sar development"", 0.8), (""sdk development"", 0.8), (""sme development"", 0.8), (""web development"", 0.8), (""wpf development"", 0.8), (""course development"", 0.7777778), (""series development"", 0.7777778), (""sports development"", 0.7777778), (""vision development"", 0.7777778), (""assay development"", 0.7647059), (""asset development"", 0.7647059), (""board development"", 0.7647059), (""child development"", 0.7647059), (""cloud development"", 0.7647059), (""color development"", 0.7647059), (""donor development"", 0.7647059), (""field development"", 0.7647059), (""force development"", 0.7647059), (""group development"", 0.7647059), (""image development"", 0.7647059), (""joint development"", 0.7647059), (""linux development"", 0.7647059), (""local development"", 0.7647059), (""model development"", 0.7647059), (""music development"", 0.7647059), (""pitch development"", 0.7647059), (""power development"", 0.7647059), (""print development"", 0.7647059), (""route development"", 0.7647059), (""video development"", 0.7647059), (""youth development"", 0.7647059), (""club development"", 0.75), (""deal development"", 0.75), (""drug development"", 0.75), (""fund development"", 0.75), (""game development"", 0.75), (""j2me development"", 0.75), (""land development"", 0.75), (""lead development"", 0.75), (""menu development"", 0.75), (""name development"", 0.75), (""new developments"", 0.75), (""p&id development"", 0.75), (""part development"", 0.75), (""peer development"", 0.75), (""spec development"", 0.75), (""team development"", 0.75), (""trim development"", 0.75), (""advisor development"", 0.7368421), (""airport development"", 0.7368421), (""housing development"", 0.7368421), (""iseries development"", 0.7368421), (""methods development"", 0.7368421), (""mission development"", 0.7368421), (""process development"", 0.7368421), (""reports development"", 0.7368421), (""tourism development"", 0.7368421), (""women's development"", 0.7368421), (""pre-development"", 0.73333335), (""redevelopment"", 0.73333335), (""artist development"", 0.7222222), (""client development"", 0.7222222), (""device development"", 0.7222222), (""engine development"", 0.7222222), (""export development"", 0.7222222), (""family development"", 0.7222222), (""global development"", 0.7222222), (""growth development"", 0.7222222), (""method development"", 0.7222222), (""module development"", 0.7222222), (""office development"", 0.7222222), (""online development"", 0.7222222), (""people development"", 0.7222222), (""policy development"", 0.7222222), (""portal development"", 0.7222222), (""recipe development"", 0.7222222), (""remote development"", 0.7222222), (""report development"", 0.7222222), (""resort development"", 0.7222222), (""social development"", 0.7222222), (""source development"", 0.7222222), (""system development"", 0.7222222), (""visual development"", 0.7222222), (""microsoft development"", 0.71428573), (""solutions development"", 0.71428573), (""adult development"", 0.7058824), (""agent development"", 0.7058824), (""brand development"", 0.7058824), (""early development"", 0.7058824), (""green development"", 0.7058824), (""human development"", 0.7058824), (""media development"", 0.7058824), (""offer development"", 0.7058824), (""quant development"", 0.7058824), (""range development"", 0.7058824), (""rural development"", 0.7058824), (""staff development"", 0.7058824), (""style development"", 0.7058824), (""theme development"", 0.7058824), (""trade development"", 0.7058824), (""venue development"", 0.7058824)]"
swift,"Tuple{String,Float32}[(""swift"", 1.0)]","Tuple{String,Float32}[(""swift"", 1.0)]"
java web services,"Tuple{String,Float32}[(""java web services"", 1.0), (""j2ee web services"", 0.8235294), (""java web server"", 0.8235294), (""amazon web services"", 0.7368421), (""managed services"", 0.7058824), (""web services"", 0.7058824)]","Tuple{String,Float32}[(""java web services"", 1.0), (""j2ee web services"", 0.8235294), (""java web server"", 0.8235294), (""amazon web services"", 0.7368421), (""managed services"", 0.7058824), (""web services"", 0.7058824)]"
r,"Tuple{String,Float32}[(""r"", 1.0)]","Tuple{String,Float32}[(""r"", 1.0)]"
database design,"Tuple{String,Float32}[(""database design"", 1.0), (""sql database design"", 0.7894737), (""database testing"", 0.75), (""database admin"", 0.73333335), (""table design"", 0.73333335), (""mysql database design"", 0.71428573), (""database modeling"", 0.7058824)]","Tuple{String,Float32}[(""database design"", 1.0), (""sql database design"", 0.7894737), (""database testing"", 0.75), (""database admin"", 0.73333335), (""table design"", 0.73333335), (""mysql database design"", 0.71428573), (""database modeling"", 0.7058824)]"
pmo,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
performance improvement,"Tuple{String,Float32}[(""performance improvement"", 1.0), (""performance improvements"", 0.9583333), (""performance management"", 0.7826087), (""perfomance management"", 0.73913044), (""performance enhancement"", 0.73913044), (""performance measurement"", 0.73913044)]","Tuple{String,Float32}[(""performance improvement"", 1.0), (""performance improvements"", 0.9583333), (""performance management"", 0.7826087), (""perfomance management"", 0.73913044), (""performance enhancement"", 0.73913044), (""performance measurement"", 0.73913044)]"
sourcing,"Tuple{String,Float32}[(""sourcing"", 1.0), (""esourcing"", 0.8888889), (""e-sourcing"", 0.8), (""insourcing"", 0.8), (""sorting"", 0.75), (""surfing"", 0.75), (""co-sourcing"", 0.72727275), (""it sourcing"", 0.72727275), (""outsourcing"", 0.72727275)]","Tuple{String,Float32}[(""sourcing"", 1.0), (""esourcing"", 0.8888889), (""e-sourcing"", 0.8), (""insourcing"", 0.8), (""sorting"", 0.75), (""surfing"", 0.75), (""co-sourcing"", 0.72727275), (""it sourcing"", 0.72727275), (""outsourcing"", 0.72727275)]"
analysis,"Tuple{String,Float32}[(""analysis"", 1.0), (""analysts"", 0.875), (""x-analysis"", 0.8), (""analytics"", 0.7777778), (""catalysis"", 0.7777778), (""paralysis"", 0.7777778), (""analyse"", 0.75), (""analyst"", 0.75), (""analytic"", 0.75), (""dialysis"", 0.75), (""bioanalysis"", 0.72727275), (""fe analysis"", 0.72727275), (""mi analysis"", 0.72727275), (""netanalysis"", 0.72727275)]","Tuple{String,Float32}[(""analysis"", 1.0), (""analysts"", 0.875), (""x-analysis"", 0.8), (""analytics"", 0.7777778), (""catalysis"", 0.7777778), (""paralysis"", 0.7777778), (""analyse"", 0.75), (""analyst"", 0.75), (""analytic"", 0.75), (""dialysis"", 0.75), (""bioanalysis"", 0.72727275), (""fe analysis"", 0.72727275), (""mi analysis"", 0.72727275), (""netanalysis"", 0.72727275)]"
quality center,"Tuple{String,Float32}[(""quality center"", 1.0), (""hp quality center"", 0.8235294), (""quality center 8.2"", 0.7777778), (""quality center 9.0"", 0.7777778), (""quality oriented"", 0.75), (""quality control"", 0.73333335), (""quality minded"", 0.71428573), (""quality system"", 0.71428573)]","Tuple{String,Float32}[(""quality center"", 1.0), (""hp quality center"", 0.8235294), (""quality center 8.2"", 0.7777778), (""quality center 9.0"", 0.7777778), (""quality oriented"", 0.75), (""quality control"", 0.73333335), (""quality minded"", 0.71428573), (""quality system"", 0.71428573)]"
 hibernate,"Tuple{String,Float32}[(""hibernate"", 0.9), (""nhibernate"", 0.9)]","Tuple{String,Float32}[(""hibernate"", 0.9), (""nhibernate"", 0.9)]"
jpa,"Tuple{String,Float32}[(""jpa"", 1.0), (""jpas"", 0.75)]","Tuple{String,Float32}[(""jpa"", 1.0), (""jpas"", 0.75)]"
website development,"Tuple{String,Float32}[(""website development"", 1.0), (""new site development"", 0.85), (""site development"", 0.84210527), (""new item development"", 0.8), (""device development"", 0.7894737), (""engine development"", 0.7894737), (""message development"", 0.7894737), (""recipe development"", 0.7894737), (""remote development"", 0.7894737), (""service development"", 0.7894737), (""test development"", 0.7894737), (""web 2.0 development"", 0.7894737), (""web development"", 0.7894737), (""webinar development"", 0.7894737), (""web service development"", 0.7826087), (""exercise development"", 0.75), (""services development"", 0.75), (""template development"", 0.75), (""web software development"", 0.75), (""career site development"", 0.73913044), (""web content development"", 0.73913044), (""asset development"", 0.7368421), (""athlete development"", 0.7368421), (""cluster development"", 0.7368421), (""desktop development"", 0.7368421), (""fabric development"", 0.7368421), (""housing development"", 0.7368421), (""it development"", 0.7368421), (""list development"", 0.7368421), (""media development"", 0.7368421), (""metric development"", 0.7368421), (""mission development"", 0.7368421), (""music development"", 0.7368421), (""office development"", 0.7368421), (""online development"", 0.7368421), (""people development"", 0.7368421), (""profile development"", 0.7368421), (""reading development"", 0.7368421), (""report development"", 0.7368421), (""reports development"", 0.7368421), (""resort development"", 0.7368421), (""route development"", 0.7368421), (""series development"", 0.7368421), (""sme development"", 0.7368421), (""system development"", 0.7368421), (""venture development"", 0.7368421), (""venue development"", 0.7368421), (""vision development"", 0.7368421), (""wash development"", 0.7368421), (""wiki development"", 0.7368421), (""multi-site development"", 0.72727275), (""new system development"", 0.72727275), (""associate development"", 0.71428573), (""cognitive development"", 0.71428573), (""creative developement"", 0.71428573), (""executive development"", 0.71428573), (""intuitive development"", 0.71428573), (""messaging development"", 0.71428573), (""new store development"", 0.71428573), (""personnel development"", 0.71428573), (""press kit development"", 0.71428573), (""territory development"", 0.71428573), (""new business development"", 0.7083333)]","Tuple{String,Float32}[(""website development"", 1.0), (""new site development"", 0.85), (""site development"", 0.84210527), (""new item development"", 0.8), (""device development"", 0.7894737), (""engine development"", 0.7894737), (""message development"", 0.7894737), (""recipe development"", 0.7894737), (""remote development"", 0.7894737), (""service development"", 0.7894737), (""test development"", 0.7894737), (""web 2.0 development"", 0.7894737), (""web development"", 0.7894737), (""webinar development"", 0.7894737), (""web service development"", 0.7826087), (""exercise development"", 0.75), (""services development"", 0.75), (""template development"", 0.75), (""web software development"", 0.75), (""career site development"", 0.73913044), (""web content development"", 0.73913044), (""asset development"", 0.7368421), (""athlete development"", 0.7368421), (""cluster development"", 0.7368421), (""desktop development"", 0.7368421), (""fabric development"", 0.7368421), (""housing development"", 0.7368421), (""it development"", 0.7368421), (""list development"", 0.7368421), (""media development"", 0.7368421), (""metric development"", 0.7368421), (""mission development"", 0.7368421), (""music development"", 0.7368421), (""office development"", 0.7368421), (""online development"", 0.7368421), (""people development"", 0.7368421), (""profile development"", 0.7368421), (""reading development"", 0.7368421), (""report development"", 0.7368421), (""reports development"", 0.7368421), (""resort development"", 0.7368421), (""route development"", 0.7368421), (""series development"", 0.7368421), (""sme development"", 0.7368421), (""system development"", 0.7368421), (""venture development"", 0.7368421), (""venue development"", 0.7368421), (""vision development"", 0.7368421), (""wash development"", 0.7368421), (""wiki development"", 0.7368421), (""multi-site development"", 0.72727275), (""new system development"", 0.72727275), (""associate development"", 0.71428573), (""cognitive development"", 0.71428573), (""creative developement"", 0.71428573), (""executive development"", 0.71428573), (""intuitive development"", 0.71428573), (""messaging development"", 0.71428573), (""new store development"", 0.71428573), (""personnel development"", 0.71428573), (""press kit development"", 0.71428573), (""territory development"", 0.71428573), (""new business development"", 0.7083333)]"
brand management,"Tuple{String,Float32}[(""brand management"", 1.0), (""band management"", 0.9375), (""branch management"", 0.88235295), (""bank management"", 0.875), (""grant management"", 0.875), (""land management"", 0.875), (""demand management"", 0.8235294), (""acd management"", 0.8125), (""bar management"", 0.8125), (""bed management"", 0.8125), (""bid management"", 0.8125), (""blood management"", 0.8125), (""build management"", 0.8125), (""cra management"", 0.8125), (""lan management"", 0.8125), (""lead management"", 0.8125), (""lean management"", 0.8125), (""load management"", 0.8125), (""man management"", 0.8125), (""plant management"", 0.8125), (""print management"", 0.8125), (""range management"", 0.8125), (""rate management"", 0.8125), (""road management"", 0.8125), (""spend management"", 0.8125), (""trade management"", 0.8125), (""yard management"", 0.8125), (""grounds management"", 0.7777778), (""library management"", 0.7777778), (""border management"", 0.7647059), (""brand measurement"", 0.7647059), (""change management"", 0.7647059), (""shrink management"", 0.7647059), (""strata management"", 0.7647059), (""travel management"", 0.7647059), (""a/r management"", 0.75), (""alarm management"", 0.75), (""beta management"", 0.75), (""bom management"", 0.75), (""brand alignment"", 0.75), (""bu management"", 0.75), (""call management"", 0.75), (""camp management"", 0.75), (""care management"", 0.75), (""case management"", 0.75), (""cash management"", 0.75), (""chaos management"", 0.75), (""crew management"", 0.75), (""cro management"", 0.75), (""data management"", 0.75), (""deal management"", 0.75), (""diary management"", 0.75), (""dns management"", 0.75), (""email management"", 0.75), (""event management"", 0.75), (""flood management"", 0.75), (""font management"", 0.75), (""food management"", 0.75), (""game management"", 0.75), (""hr management"", 0.75), (""image management"", 0.75), (""leave management"", 0.75), (""line management"", 0.75), (""man mangement"", 0.75), (""man-management"", 0.75), (""mro management"", 0.75), (""order management"", 0.75), (""pain management"", 0.75), (""pnl management"", 0.75), (""press management"", 0.75), (""proj management"", 0.75), (""radio management"", 0.75), (""risk management"", 0.75), (""roi management"", 0.75), (""rto management"", 0.75), (""spa management"", 0.75), (""space management"", 0.75), (""staff management"", 0.75), (""stage management"", 0.75), (""state management"", 0.75), (""tape management"", 0.75), (""task management"", 0.75), (""team management"", 0.75), (""trial management"", 0.75), (""trust management"", 0.75), (""yield management"", 0.75), (""training management"", 0.7368421), (""woodland management"", 0.7368421), (""brand asset management"", 0.72727275), (""airline management"", 0.7222222), (""channel management"", 0.7222222), (""company management"", 0.7222222), (""foundry management"", 0.7222222), (""nursing management"", 0.7222222), (""partner management"", 0.7222222), (""serials management"", 0.7222222), (""storage management"", 0.7222222), (""tenancy management"", 0.7222222), (""traffic management"", 0.7222222), (""trade fund management"", 0.71428573), (""agency management"", 0.7058824), (""airway management"", 0.7058824), (""artist management"", 0.7058824), (""brand enhancement"", 0.7058824), (""budget management"", 0.7058824), (""carbon management"", 0.7058824), (""career management"", 0.7058824), (""casino management"", 0.7058824), (""claims management"", 0.7058824), (""clinic management"", 0.7058824), (""credit management"", 0.7058824), (""crisis management"", 0.7058824), (""dealer management"", 0.7058824), (""dialer management"", 0.7058824), (""direct management"", 0.7058824), (""domain management"", 0.7058824), (""e-mail management"", 0.7058824), (""estate management"", 0.7058824), (""forest management"", 0.7058824), (""growth management"", 0.7058824), (""health management"", 0.7058824), (""online management"", 0.7058824), (""outage management"", 0.7058824), (""profit management"", 0.7058824), (""rental management"", 0.7058824), (""retail management"", 0.7058824), (""search management"", 0.7058824), (""server management"", 0.7058824), (""stable management"", 0.7058824), (""stress management"", 0.7058824), (""survey management"", 0.7058824), (""talent management"", 0.7058824), (""tender management"", 0.7058824), (""threat management"", 0.7058824), (""vendor management"", 0.7058824), (""wealth management"", 0.7058824)]","Tuple{String,Float32}[(""brand management"", 1.0), (""band management"", 0.9375), (""branch management"", 0.88235295), (""bank management"", 0.875), (""grant management"", 0.875), (""land management"", 0.875), (""demand management"", 0.8235294), (""acd management"", 0.8125), (""bar management"", 0.8125), (""bed management"", 0.8125), (""bid management"", 0.8125), (""blood management"", 0.8125), (""build management"", 0.8125), (""cra management"", 0.8125), (""lan management"", 0.8125), (""lead management"", 0.8125), (""lean management"", 0.8125), (""load management"", 0.8125), (""man management"", 0.8125), (""plant management"", 0.8125), (""print management"", 0.8125), (""range management"", 0.8125), (""rate management"", 0.8125), (""road management"", 0.8125), (""spend management"", 0.8125), (""trade management"", 0.8125), (""yard management"", 0.8125), (""grounds management"", 0.7777778), (""library management"", 0.7777778), (""border management"", 0.7647059), (""brand measurement"", 0.7647059), (""change management"", 0.7647059), (""shrink management"", 0.7647059), (""strata management"", 0.7647059), (""travel management"", 0.7647059), (""a/r management"", 0.75), (""alarm management"", 0.75), (""beta management"", 0.75), (""bom management"", 0.75), (""brand alignment"", 0.75), (""bu management"", 0.75), (""call management"", 0.75), (""camp management"", 0.75), (""care management"", 0.75), (""case management"", 0.75), (""cash management"", 0.75), (""chaos management"", 0.75), (""crew management"", 0.75), (""cro management"", 0.75), (""data management"", 0.75), (""deal management"", 0.75), (""diary management"", 0.75), (""dns management"", 0.75), (""email management"", 0.75), (""event management"", 0.75), (""flood management"", 0.75), (""font management"", 0.75), (""food management"", 0.75), (""game management"", 0.75), (""hr management"", 0.75), (""image management"", 0.75), (""leave management"", 0.75), (""line management"", 0.75), (""man mangement"", 0.75), (""man-management"", 0.75), (""mro management"", 0.75), (""order management"", 0.75), (""pain management"", 0.75), (""pnl management"", 0.75), (""press management"", 0.75), (""proj management"", 0.75), (""radio management"", 0.75), (""risk management"", 0.75), (""roi management"", 0.75), (""rto management"", 0.75), (""spa management"", 0.75), (""space management"", 0.75), (""staff management"", 0.75), (""stage management"", 0.75), (""state management"", 0.75), (""tape management"", 0.75), (""task management"", 0.75), (""team management"", 0.75), (""trial management"", 0.75), (""trust management"", 0.75), (""yield management"", 0.75), (""training management"", 0.7368421), (""woodland management"", 0.7368421), (""brand asset management"", 0.72727275), (""airline management"", 0.7222222), (""channel management"", 0.7222222), (""company management"", 0.7222222), (""foundry management"", 0.7222222), (""nursing management"", 0.7222222), (""partner management"", 0.7222222), (""serials management"", 0.7222222), (""storage management"", 0.7222222), (""tenancy management"", 0.7222222), (""traffic management"", 0.7222222), (""trade fund management"", 0.71428573), (""agency management"", 0.7058824), (""airway management"", 0.7058824), (""artist management"", 0.7058824), (""brand enhancement"", 0.7058824), (""budget management"", 0.7058824), (""carbon management"", 0.7058824), (""career management"", 0.7058824), (""casino management"", 0.7058824), (""claims management"", 0.7058824), (""clinic management"", 0.7058824), (""credit management"", 0.7058824), (""crisis management"", 0.7058824), (""dealer management"", 0.7058824), (""dialer management"", 0.7058824), (""direct management"", 0.7058824), (""domain management"", 0.7058824), (""e-mail management"", 0.7058824), (""estate management"", 0.7058824), (""forest management"", 0.7058824), (""growth management"", 0.7058824), (""health management"", 0.7058824), (""online management"", 0.7058824), (""outage management"", 0.7058824), (""profit management"", 0.7058824), (""rental management"", 0.7058824), (""retail management"", 0.7058824), (""search management"", 0.7058824), (""server management"", 0.7058824), (""stable management"", 0.7058824), (""stress management"", 0.7058824), (""survey management"", 0.7058824), (""talent management"", 0.7058824), (""tender management"", 0.7058824), (""threat management"", 0.7058824), (""vendor management"", 0.7058824), (""wealth management"", 0.7058824)]"
