skillName,simLinked,simSymba
swift ,"Tuple{String,Float32}[(""swift"", 0.8333333), (""swift 3d"", 0.75)]","Tuple{String,Float32}[(""swift"", 0.8333333), (""swift 3d"", 0.75)]"
system testing,"Tuple{String,Float32}[(""system testing"", 1.0), (""site testing"", 0.78571427), (""system tuning"", 0.78571427), (""smoke testing"", 0.71428573), (""static testing"", 0.71428573), (""system design"", 0.71428573), (""system imaging"", 0.71428573), (""system mapping"", 0.71428573), (""system sizing"", 0.71428573), (""systematizing"", 0.71428573), (""water testing"", 0.71428573)]","Tuple{String,Float32}[(""system testing"", 1.0), (""site testing"", 0.78571427), (""system tuning"", 0.78571427), (""smoke testing"", 0.71428573), (""static testing"", 0.71428573), (""system design"", 0.71428573), (""system imaging"", 0.71428573), (""system mapping"", 0.71428573), (""system sizing"", 0.71428573), (""systematizing"", 0.71428573), (""water testing"", 0.71428573)]"
kpi dashboards,"Tuple{String,Float32}[(""kpi dashboards"", 1.0), (""dashboards"", 0.71428573)]","Tuple{String,Float32}[(""kpi dashboards"", 1.0), (""dashboards"", 0.71428573)]"
claims management,"Tuple{String,Float32}[(""claims management"", 1.0), (""alarm management"", 0.8235294), (""camp management"", 0.8235294), (""chaos management"", 0.8235294), (""wsib claims management"", 0.77272725), (""cable management"", 0.7647059), (""call management"", 0.7647059), (""campus management"", 0.7647059), (""care management"", 0.7647059), (""case management"", 0.7647059), (""cash management"", 0.7647059), (""casino management"", 0.7647059), (""change management"", 0.7647059), (""city management"", 0.7647059), (""clinic management"", 0.7647059), (""cmo management"", 0.7647059), (""cra management"", 0.7647059), (""crisis management"", 0.7647059), (""email management"", 0.7647059), (""ems management"", 0.7647059), (""game management"", 0.7647059), (""label management"", 0.7647059), (""labor management"", 0.7647059), (""lan management"", 0.7647059), (""land management"", 0.7647059), (""line management"", 0.7647059), (""list management"", 0.7647059), (""pain management"", 0.7647059), (""plant management"", 0.7647059), (""sales management"", 0.7647059), (""team management"", 0.7647059), (""time management"", 0.7647059), (""complaints management"", 0.7619048), (""complaint management"", 0.75), (""campaign management"", 0.7368421), (""capacity management"", 0.7368421), (""clinical management"", 0.7368421), (""creative management"", 0.7368421), (""relation management"", 0.7368421), (""escalations management"", 0.72727275), (""c level management"", 0.7222222), (""capital management"", 0.7222222), (""carrier management"", 0.7222222), (""catalog management"", 0.7222222), (""channel management"", 0.7222222), (""cluster management"", 0.7222222), (""coastal management"", 0.7222222), (""culture management"", 0.7222222), (""quality management"", 0.7222222), (""serials management"", 0.7222222), (""systems management"", 0.7222222), (""facilities management"", 0.71428573), (""a/r management"", 0.7058824), (""acd management"", 0.7058824), (""artist management"", 0.7058824), (""audit management"", 0.7058824), (""band management"", 0.7058824), (""bank management"", 0.7058824), (""bar management"", 0.7058824), (""bid management"", 0.7058824), (""blood management"", 0.7058824), (""bom management"", 0.7058824), (""branch management"", 0.7058824), (""brand management"", 0.7058824), (""build management"", 0.7058824), (""carbon management"", 0.7058824), (""career management"", 0.7058824), (""color management"", 0.7058824), (""cost management"", 0.7058824), (""course management"", 0.7058824), (""credit management"", 0.7058824), (""crew management"", 0.7058824), (""cro management"", 0.7058824), (""data management"", 0.7058824), (""deal management"", 0.7058824), (""dealer management"", 0.7058824), (""design management"", 0.7058824), (""dialer management"", 0.7058824), (""diary management"", 0.7058824), (""disk management"", 0.7058824), (""dns management"", 0.7058824), (""domain management"", 0.7058824), (""e-mail management"", 0.7058824), (""equity management"", 0.7058824), (""fault management"", 0.7058824), (""file management"", 0.7058824), (""fire management"", 0.7058824), (""fleet management"", 0.7058824), (""flood management"", 0.7058824), (""floor management"", 0.7058824), (""global management"", 0.7058824), (""grant management"", 0.7058824), (""h&s management"", 0.7058824), (""health management"", 0.7058824), (""image management"", 0.7058824), (""ip management"", 0.7058824), (""issues management"", 0.7058824), (""it management"", 0.7058824), (""labour management"", 0.7058824), (""lead management"", 0.7058824), (""lean management"", 0.7058824), (""leave management"", 0.7058824), (""legal management"", 0.7058824), (""load management"", 0.7058824), (""log management"", 0.7058824), (""man management"", 0.7058824), (""media management"", 0.7058824), (""moves management"", 0.7058824), (""music management"", 0.7058824), (""news management"", 0.7058824), (""npi management"", 0.7058824), (""odm management"", 0.7058824), (""oem management"", 0.7058824), (""office management"", 0.7058824), (""online management"", 0.7058824), (""onsite management"", 0.7058824), (""paper management"", 0.7058824), (""patch management"", 0.7058824), (""policy management"", 0.7058824), (""press management"", 0.7058824), (""print management"", 0.7058824), (""radio management"", 0.7058824), (""range management"", 0.7058824), (""rate management"", 0.7058824), (""retail management"", 0.7058824), (""rights management"", 0.7058824), (""risk management"", 0.7058824), (""road management"", 0.7058824), (""roi management"", 0.7058824), (""search management"", 0.7058824), (""senior management"", 0.7058824), (""ship management"", 0.7058824), (""shrink management"", 0.7058824), (""site management"", 0.7058824), (""sme management"", 0.7058824), (""soil management"", 0.7058824), (""spa management"", 0.7058824), (""space management"", 0.7058824), (""sports management"", 0.7058824), (""stable management"", 0.7058824), (""staff management"", 0.7058824), (""stage management"", 0.7058824), (""state management"", 0.7058824), (""stress management"", 0.7058824), (""tape management"", 0.7058824), (""task management"", 0.7058824), (""trade management"", 0.7058824), (""travel management"", 0.7058824), (""trial management"", 0.7058824), (""vip management"", 0.7058824), (""volume management"", 0.7058824), (""waste management"", 0.7058824), (""wealth management"", 0.7058824), (""yard management"", 0.7058824)]","Tuple{String,Float32}[(""claims management"", 1.0), (""alarm management"", 0.8235294), (""camp management"", 0.8235294), (""chaos management"", 0.8235294), (""wsib claims management"", 0.77272725), (""cable management"", 0.7647059), (""call management"", 0.7647059), (""campus management"", 0.7647059), (""care management"", 0.7647059), (""case management"", 0.7647059), (""cash management"", 0.7647059), (""casino management"", 0.7647059), (""change management"", 0.7647059), (""city management"", 0.7647059), (""clinic management"", 0.7647059), (""cmo management"", 0.7647059), (""cra management"", 0.7647059), (""crisis management"", 0.7647059), (""email management"", 0.7647059), (""ems management"", 0.7647059), (""game management"", 0.7647059), (""label management"", 0.7647059), (""labor management"", 0.7647059), (""lan management"", 0.7647059), (""land management"", 0.7647059), (""line management"", 0.7647059), (""list management"", 0.7647059), (""pain management"", 0.7647059), (""plant management"", 0.7647059), (""sales management"", 0.7647059), (""team management"", 0.7647059), (""time management"", 0.7647059), (""complaints management"", 0.7619048), (""complaint management"", 0.75), (""campaign management"", 0.7368421), (""capacity management"", 0.7368421), (""clinical management"", 0.7368421), (""creative management"", 0.7368421), (""relation management"", 0.7368421), (""escalations management"", 0.72727275), (""c level management"", 0.7222222), (""capital management"", 0.7222222), (""carrier management"", 0.7222222), (""catalog management"", 0.7222222), (""channel management"", 0.7222222), (""cluster management"", 0.7222222), (""coastal management"", 0.7222222), (""culture management"", 0.7222222), (""quality management"", 0.7222222), (""serials management"", 0.7222222), (""systems management"", 0.7222222), (""facilities management"", 0.71428573), (""a/r management"", 0.7058824), (""acd management"", 0.7058824), (""artist management"", 0.7058824), (""audit management"", 0.7058824), (""band management"", 0.7058824), (""bank management"", 0.7058824), (""bar management"", 0.7058824), (""bid management"", 0.7058824), (""blood management"", 0.7058824), (""bom management"", 0.7058824), (""branch management"", 0.7058824), (""brand management"", 0.7058824), (""build management"", 0.7058824), (""carbon management"", 0.7058824), (""career management"", 0.7058824), (""color management"", 0.7058824), (""cost management"", 0.7058824), (""course management"", 0.7058824), (""credit management"", 0.7058824), (""crew management"", 0.7058824), (""cro management"", 0.7058824), (""data management"", 0.7058824), (""deal management"", 0.7058824), (""dealer management"", 0.7058824), (""design management"", 0.7058824), (""dialer management"", 0.7058824), (""diary management"", 0.7058824), (""disk management"", 0.7058824), (""dns management"", 0.7058824), (""domain management"", 0.7058824), (""e-mail management"", 0.7058824), (""equity management"", 0.7058824), (""fault management"", 0.7058824), (""file management"", 0.7058824), (""fire management"", 0.7058824), (""fleet management"", 0.7058824), (""flood management"", 0.7058824), (""floor management"", 0.7058824), (""global management"", 0.7058824), (""grant management"", 0.7058824), (""h&s management"", 0.7058824), (""health management"", 0.7058824), (""image management"", 0.7058824), (""ip management"", 0.7058824), (""issues management"", 0.7058824), (""it management"", 0.7058824), (""labour management"", 0.7058824), (""lead management"", 0.7058824), (""lean management"", 0.7058824), (""leave management"", 0.7058824), (""legal management"", 0.7058824), (""load management"", 0.7058824), (""log management"", 0.7058824), (""man management"", 0.7058824), (""media management"", 0.7058824), (""moves management"", 0.7058824), (""music management"", 0.7058824), (""news management"", 0.7058824), (""npi management"", 0.7058824), (""odm management"", 0.7058824), (""oem management"", 0.7058824), (""office management"", 0.7058824), (""online management"", 0.7058824), (""onsite management"", 0.7058824), (""paper management"", 0.7058824), (""patch management"", 0.7058824), (""policy management"", 0.7058824), (""press management"", 0.7058824), (""print management"", 0.7058824), (""radio management"", 0.7058824), (""range management"", 0.7058824), (""rate management"", 0.7058824), (""retail management"", 0.7058824), (""rights management"", 0.7058824), (""risk management"", 0.7058824), (""road management"", 0.7058824), (""roi management"", 0.7058824), (""search management"", 0.7058824), (""senior management"", 0.7058824), (""ship management"", 0.7058824), (""shrink management"", 0.7058824), (""site management"", 0.7058824), (""sme management"", 0.7058824), (""soil management"", 0.7058824), (""spa management"", 0.7058824), (""space management"", 0.7058824), (""sports management"", 0.7058824), (""stable management"", 0.7058824), (""staff management"", 0.7058824), (""stage management"", 0.7058824), (""state management"", 0.7058824), (""stress management"", 0.7058824), (""tape management"", 0.7058824), (""task management"", 0.7058824), (""trade management"", 0.7058824), (""travel management"", 0.7058824), (""trial management"", 0.7058824), (""vip management"", 0.7058824), (""volume management"", 0.7058824), (""waste management"", 0.7058824), (""wealth management"", 0.7058824), (""yard management"", 0.7058824)]"
transportation management,"Tuple{String,Float32}[(""transportation management"", 1.0), (""translation management"", 0.84), (""transaction management"", 0.8), (""transition management"", 0.8), (""transportation demand management"", 0.78125), (""transportation procurement"", 0.7692308), (""association management"", 0.76), (""conservation management"", 0.76), (""hr information management"", 0.76), (""information management"", 0.76), (""reputation management"", 0.76), (""trade promotion management"", 0.7307692), (""construction management"", 0.72), (""conversation management"", 0.72), (""expectation management"", 0.72), (""exploration management"", 0.72), (""innovation management"", 0.72), (""installation management"", 0.72), (""organization management"", 0.72), (""resolution management"", 0.72), (""transportation finance"", 0.72), (""print production management"", 0.7037037)]","Tuple{String,Float32}[(""transportation management"", 1.0), (""translation management"", 0.84), (""transaction management"", 0.8), (""transition management"", 0.8), (""transportation demand management"", 0.78125), (""transportation procurement"", 0.7692308), (""association management"", 0.76), (""conservation management"", 0.76), (""hr information management"", 0.76), (""information management"", 0.76), (""reputation management"", 0.76), (""trade promotion management"", 0.7307692), (""construction management"", 0.72), (""conversation management"", 0.72), (""expectation management"", 0.72), (""exploration management"", 0.72), (""innovation management"", 0.72), (""installation management"", 0.72), (""organization management"", 0.72), (""resolution management"", 0.72), (""transportation finance"", 0.72), (""print production management"", 0.7037037)]"
informatique,"Tuple{String,Float32}[(""informative"", 0.8333333), (""informatica"", 0.75), (""informatics"", 0.75)]","Tuple{String,Float32}[(""informative"", 0.8333333), (""informatica"", 0.75), (""informatics"", 0.75)]"
water,"Tuple{String,Float32}[(""water"", 1.0), (""wafer"", 0.8), (""watir"", 0.8), (""weather"", 0.71428573)]","Tuple{String,Float32}[(""water"", 1.0), (""wafer"", 0.8), (""watir"", 0.8), (""weather"", 0.71428573)]"
autocad architecture,"Tuple{String,Float32}[(""autocad architecture"", 1.0), (""data architecture"", 0.75), (""social architecture"", 0.75), (""storage architecture"", 0.75), (""functional architecture"", 0.73913044), (""healthcare architecture"", 0.73913044), (""landscape architecture"", 0.72727275)]","Tuple{String,Float32}[(""autocad architecture"", 1.0), (""data architecture"", 0.75), (""social architecture"", 0.75), (""storage architecture"", 0.75), (""functional architecture"", 0.73913044), (""healthcare architecture"", 0.73913044), (""landscape architecture"", 0.72727275)]"
technological innovation,"Tuple{String,Float32}[(""technological innovation"", 1.0), (""technological solutions"", 0.75), (""technical information"", 0.7083333), (""technology incubation"", 0.7083333)]","Tuple{String,Float32}[(""technological innovation"", 1.0), (""technological solutions"", 0.75), (""technical information"", 0.7083333), (""technology incubation"", 0.7083333)]"
ansible,"Tuple{String,Float32}[(""ansible"", 1.0)]","Tuple{String,Float32}[(""ansible"", 1.0)]"
rails,"Tuple{String,Float32}[(""grails"", 0.8333333), (""trails"", 0.8333333), (""jails"", 0.8), (""nails"", 0.8), (""railo"", 0.8), (""sails"", 0.8), (""retails"", 0.71428573)]","Tuple{String,Float32}[(""grails"", 0.8333333), (""trails"", 0.8333333), (""jails"", 0.8), (""nails"", 0.8), (""railo"", 0.8), (""sails"", 0.8), (""retails"", 0.71428573)]"
comscore,"Tuple{String,Float32}[(""comscore"", 1.0)]","Tuple{String,Float32}[(""comscore"", 1.0)]"
cad administration,"Tuple{String,Float32}[(""land administration"", 0.8947368), (""board administration"", 0.85), (""data administration"", 0.84210527), (""fund administration"", 0.84210527), (""lamp administration"", 0.84210527), (""ldap administration"", 0.84210527), (""plan administration"", 0.84210527), (""a&r administration"", 0.8333333), (""aix administration"", 0.8333333), (""dns administration"", 0.8333333), (""nix administration"", 0.8333333), (""p&l administration"", 0.8333333), (""tsm administration"", 0.8333333), (""credit administration"", 0.8095238), (""basis administration"", 0.8), (""cobra administration"", 0.8), (""grant administration"", 0.8), (""lease administration"", 0.8), (""leave administration"", 0.8), (""legal administration"", 0.8), (""loans administration"", 0.8), (""order administration"", 0.8), (""sales administration"", 0.8), (""staff administration"", 0.8), (""arts administration"", 0.7894737), (""site administration"", 0.7894737), (""unix administration"", 0.7894737), (""user administration"", 0.7894737), (""academic administration"", 0.7826087), (""administration"", 0.7777778), (""company administration"", 0.77272725), (""emc san administration"", 0.77272725), (""branch administration"", 0.7619048), (""church administration"", 0.7619048), (""client administration"", 0.7619048), (""estate administration"", 0.7619048), (""grants administration"", 0.7619048), (""oracle administration"", 0.7619048), (""safety administration"", 0.7619048), (""salary administration"", 0.7619048), (""school administration"", 0.7619048), (""as400 administration"", 0.75), (""hotel administration"", 0.75), (""hp-ux administration"", 0.75), (""sport administration"", 0.75), (""clinical administration"", 0.73913044), (""exchange administration"", 0.73913044), (""account administration"", 0.72727275), (""content administration"", 0.72727275), (""gallery administration"", 0.72727275), (""general administration"", 0.72727275), (""patient administration"", 0.72727275), (""payroll administration"", 0.72727275), (""probate administration"", 0.72727275), (""program administration"", 0.72727275), (""student administration"", 0.72727275), (""virtual administration"", 0.72727275), (""windows administration"", 0.72727275), (""administraion"", 0.7222222), (""as/400 administration"", 0.71428573), (""export administration"", 0.71428573), (""office administration"", 0.71428573), (""police administration"", 0.71428573), (""public administration"", 0.71428573), (""relius administration"", 0.71428573), (""remote administration"", 0.71428573), (""senior administration"", 0.71428573), (""server administration"", 0.71428573), (""siebel administration"", 0.71428573), (""survey administration"", 0.71428573), (""system administration"", 0.71428573)]","Tuple{String,Float32}[(""land administration"", 0.8947368), (""board administration"", 0.85), (""data administration"", 0.84210527), (""fund administration"", 0.84210527), (""lamp administration"", 0.84210527), (""ldap administration"", 0.84210527), (""plan administration"", 0.84210527), (""a&r administration"", 0.8333333), (""aix administration"", 0.8333333), (""dns administration"", 0.8333333), (""nix administration"", 0.8333333), (""p&l administration"", 0.8333333), (""tsm administration"", 0.8333333), (""credit administration"", 0.8095238), (""basis administration"", 0.8), (""cobra administration"", 0.8), (""grant administration"", 0.8), (""lease administration"", 0.8), (""leave administration"", 0.8), (""legal administration"", 0.8), (""loans administration"", 0.8), (""order administration"", 0.8), (""sales administration"", 0.8), (""staff administration"", 0.8), (""arts administration"", 0.7894737), (""site administration"", 0.7894737), (""unix administration"", 0.7894737), (""user administration"", 0.7894737), (""academic administration"", 0.7826087), (""administration"", 0.7777778), (""company administration"", 0.77272725), (""emc san administration"", 0.77272725), (""branch administration"", 0.7619048), (""church administration"", 0.7619048), (""client administration"", 0.7619048), (""estate administration"", 0.7619048), (""grants administration"", 0.7619048), (""oracle administration"", 0.7619048), (""safety administration"", 0.7619048), (""salary administration"", 0.7619048), (""school administration"", 0.7619048), (""as400 administration"", 0.75), (""hotel administration"", 0.75), (""hp-ux administration"", 0.75), (""sport administration"", 0.75), (""clinical administration"", 0.73913044), (""exchange administration"", 0.73913044), (""account administration"", 0.72727275), (""content administration"", 0.72727275), (""gallery administration"", 0.72727275), (""general administration"", 0.72727275), (""patient administration"", 0.72727275), (""payroll administration"", 0.72727275), (""probate administration"", 0.72727275), (""program administration"", 0.72727275), (""student administration"", 0.72727275), (""virtual administration"", 0.72727275), (""windows administration"", 0.72727275), (""administraion"", 0.7222222), (""as/400 administration"", 0.71428573), (""export administration"", 0.71428573), (""office administration"", 0.71428573), (""police administration"", 0.71428573), (""public administration"", 0.71428573), (""relius administration"", 0.71428573), (""remote administration"", 0.71428573), (""senior administration"", 0.71428573), (""server administration"", 0.71428573), (""siebel administration"", 0.71428573), (""survey administration"", 0.71428573), (""system administration"", 0.71428573)]"
"-\ti am skilled at data analysis, interpretation and technical writing and have authored numerous reports and academic papers and presentations.","Tuple{String,Float32}[]","Tuple{String,Float32}[]"
"-\tthroughout my career, i have worked extensively with environmental and social safeguards on private sector and government projects, both as a private sector company representative and as a consultant. in the private sector, i was responsible for the development, implementation and oversight of programs to comply with environmental and social safeguards. as a consultant, i have acted as lead consultant in developing studies and programs to comply with safeguards, provided mentoring/capacity building to clients to assist in their execution and have also undertaken monitoring of performance and compliance.  i have also been involved in the monitoring of performance and compliance with safeguards for development banks including the development of recommendations for corrective actions.","Tuple{String,Float32}[]","Tuple{String,Float32}[]"
-\ti have excellent problem solving and critical thinking skills. i am able to think outside the box and consider myself to be resourceful.,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
"-\ti possess planning and organizational skills that have been developed and honed through numerous management roles. i am experienced in leading, directing, coordinating and oversight of multi-disciplinary teams and enjoy working in a team environment.","Tuple{String,Float32}[]","Tuple{String,Float32}[]"
citrix xenapp,"Tuple{String,Float32}[(""citrix xenapp"", 1.0)]","Tuple{String,Float32}[(""citrix xenapp"", 1.0)]"
vmware vsphere,"Tuple{String,Float32}[(""vmware vsphere"", 1.0)]","Tuple{String,Float32}[(""vmware vsphere"", 1.0)]"
vmware view,"Tuple{String,Float32}[(""vmware view"", 1.0), (""smart view"", 0.72727275), (""vmware vtsp"", 0.72727275)]","Tuple{String,Float32}[(""vmware view"", 1.0), (""smart view"", 0.72727275), (""vmware vtsp"", 0.72727275)]"
interface builder,"Tuple{String,Float32}[(""interface builder"", 1.0)]","Tuple{String,Float32}[(""interface builder"", 1.0)]"
tomcat,"Tuple{String,Float32}[(""tomcat"", 1.0), (""tomcat 5"", 0.75)]","Tuple{String,Float32}[(""tomcat"", 1.0), (""tomcat 5"", 0.75)]"
oral communications,"Tuple{String,Float32}[(""oral communications"", 1.0), (""oral communication"", 0.94736844), (""global communications"", 0.85714287), (""serial communications"", 0.85714287), (""general communications"", 0.8181818), (""optical communications"", 0.8181818), (""mobile communications"", 0.8095238), (""clear communications"", 0.8), (""field communications"", 0.8), (""group communications"", 0.8), (""social communication"", 0.8), (""store communications"", 0.8), (""voice communications"", 0.8), (""brand communication"", 0.7894737), (""great communication"", 0.7894737), (""open communication"", 0.7894737), (""telcommunications"", 0.7894737), (""telecommunications"", 0.7894737), (""internal communications"", 0.7826087), (""medical communications"", 0.77272725), (""change communications"", 0.7619048), (""crisis communications"", 0.7619048), (""hazard communications"", 0.7619048), (""merger communications"", 0.7619048), (""online communications"", 0.7619048), (""public communications"", 0.7619048), (""animal communication"", 0.75), (""cloud communications"", 0.75), (""corporate communications"", 0.75), (""health communication"", 0.75), (""media communications"", 0.75), (""sports communication"", 0.75), (""visual communication"", 0.75), (""creative communications"", 0.73913044), (""tactical communications"", 0.73913044), (""communications"", 0.7368421), (""donor communication"", 0.7368421), (""e-communications"", 0.7368421), (""ecommunications"", 0.7368421), (""group communication"", 0.7368421), (""human communication"", 0.7368421), (""mass communication"", 0.7368421), (""radio communication"", 0.7368421), (""solid communication"", 0.7368421), (""staff communication"", 0.7368421), (""c-level communications"", 0.72727275), (""network communications"", 0.72727275), (""partner communications"", 0.72727275), (""personal communication"", 0.72727275), (""project communications"", 0.72727275), (""global telecommunications"", 0.72), (""client communications"", 0.71428573), (""digital communication"", 0.71428573), (""graphic communication"", 0.71428573), (""secure communications"", 0.71428573), (""speech communications"", 0.71428573), (""bilingual communications"", 0.7083333), (""converged communications"", 0.7083333), (""financial communications"", 0.7083333), (""non-verbal communication"", 0.7083333), (""real-time communications"", 0.7083333), (""strategic communications"", 0.7083333), (""workforce communications"", 0.7083333)]","Tuple{String,Float32}[(""oral communications"", 1.0), (""oral communication"", 0.94736844), (""global communications"", 0.85714287), (""serial communications"", 0.85714287), (""general communications"", 0.8181818), (""optical communications"", 0.8181818), (""mobile communications"", 0.8095238), (""clear communications"", 0.8), (""field communications"", 0.8), (""group communications"", 0.8), (""social communication"", 0.8), (""store communications"", 0.8), (""voice communications"", 0.8), (""brand communication"", 0.7894737), (""great communication"", 0.7894737), (""open communication"", 0.7894737), (""telcommunications"", 0.7894737), (""telecommunications"", 0.7894737), (""internal communications"", 0.7826087), (""medical communications"", 0.77272725), (""change communications"", 0.7619048), (""crisis communications"", 0.7619048), (""hazard communications"", 0.7619048), (""merger communications"", 0.7619048), (""online communications"", 0.7619048), (""public communications"", 0.7619048), (""animal communication"", 0.75), (""cloud communications"", 0.75), (""corporate communications"", 0.75), (""health communication"", 0.75), (""media communications"", 0.75), (""sports communication"", 0.75), (""visual communication"", 0.75), (""creative communications"", 0.73913044), (""tactical communications"", 0.73913044), (""communications"", 0.7368421), (""donor communication"", 0.7368421), (""e-communications"", 0.7368421), (""ecommunications"", 0.7368421), (""group communication"", 0.7368421), (""human communication"", 0.7368421), (""mass communication"", 0.7368421), (""radio communication"", 0.7368421), (""solid communication"", 0.7368421), (""staff communication"", 0.7368421), (""c-level communications"", 0.72727275), (""network communications"", 0.72727275), (""partner communications"", 0.72727275), (""personal communication"", 0.72727275), (""project communications"", 0.72727275), (""global telecommunications"", 0.72), (""client communications"", 0.71428573), (""digital communication"", 0.71428573), (""graphic communication"", 0.71428573), (""secure communications"", 0.71428573), (""speech communications"", 0.71428573), (""bilingual communications"", 0.7083333), (""converged communications"", 0.7083333), (""financial communications"", 0.7083333), (""non-verbal communication"", 0.7083333), (""real-time communications"", 0.7083333), (""strategic communications"", 0.7083333), (""workforce communications"", 0.7083333)]"
team motivator,"Tuple{String,Float32}[(""team motivator"", 1.0), (""team motivation"", 0.8666667), (""great motivator"", 0.8)]","Tuple{String,Float32}[(""team motivator"", 1.0), (""team motivation"", 0.8666667), (""great motivator"", 0.8)]"
academic writing,"Tuple{String,Float32}[(""academic writing"", 1.0), (""academic editing"", 0.875), (""academic advising"", 0.7647059), (""academic medicine"", 0.7058824), (""academic tutoring"", 0.7058824)]","Tuple{String,Float32}[(""academic writing"", 1.0), (""academic editing"", 0.875), (""academic advising"", 0.7647059), (""academic medicine"", 0.7058824), (""academic tutoring"", 0.7058824)]"
fluent english,"Tuple{String,Float32}[(""fluent english"", 1.0), (""plain english"", 0.71428573)]","Tuple{String,Float32}[(""fluent english"", 1.0), (""plain english"", 0.71428573)]"
dell poweredge servers,"Tuple{String,Float32}[(""dell poweredge servers"", 1.0)]","Tuple{String,Float32}[(""dell poweredge servers"", 1.0)]"
cisco routers,"Tuple{String,Float32}[(""cisco routers"", 1.0)]","Tuple{String,Float32}[(""cisco routers"", 1.0)]"
cisco wireless,"Tuple{String,Float32}[(""cisco wireless"", 1.0), (""fixed wireless"", 0.71428573)]","Tuple{String,Float32}[(""cisco wireless"", 1.0), (""fixed wireless"", 0.71428573)]"
asp.net web api,"Tuple{String,Float32}[(""asp.net web api"", 1.0)]","Tuple{String,Float32}[(""asp.net web api"", 1.0)]"
angular4,"Tuple{String,Float32}[(""angular"", 0.875), (""angularjs"", 0.7777778)]","Tuple{String,Float32}[(""angular"", 0.875), (""angularjs"", 0.7777778)]"
research and development (r&d),"Tuple{String,Float32}[(""research and development (r&d)"", 1.0)]","Tuple{String,Float32}[(""research and development (r&d)"", 1.0)]"
patent prosecution,"Tuple{String,Float32}[(""patent prosecution"", 1.0), (""patent preparation"", 0.7222222), (""plant protection"", 0.7222222)]","Tuple{String,Float32}[(""patent prosecution"", 1.0), (""patent preparation"", 0.7222222), (""plant protection"", 0.7222222)]"
patent litigation,"Tuple{String,Float32}[(""patent litigation"", 1.0), (""defense litigation"", 0.7222222), (""probate litigation"", 0.7222222), (""employment litigation"", 0.71428573), (""radon mitigation"", 0.7058824)]","Tuple{String,Float32}[(""patent litigation"", 1.0), (""defense litigation"", 0.7222222), (""probate litigation"", 0.7222222), (""employment litigation"", 0.71428573), (""radon mitigation"", 0.7058824)]"
intellectual property,"Tuple{String,Float32}[(""intellectual property"", 1.0), (""intellectual property issues"", 0.75), (""intellectual property matters"", 0.7241379), (""intellectual freedom"", 0.71428573), (""intellectual history"", 0.71428573)]","Tuple{String,Float32}[(""intellectual property"", 1.0), (""intellectual property issues"", 0.75), (""intellectual property matters"", 0.7241379), (""intellectual freedom"", 0.71428573), (""intellectual history"", 0.71428573)]"
copyright law,"Tuple{String,Float32}[(""copyright law"", 1.0)]","Tuple{String,Float32}[(""copyright law"", 1.0)]"
administrative assistance,"Tuple{String,Float32}[(""administrative assistance"", 1.0), (""administrative experience"", 0.72), (""executive administrative assistance"", 0.71428573)]","Tuple{String,Float32}[(""administrative assistance"", 1.0), (""administrative experience"", 0.72), (""executive administrative assistance"", 0.71428573)]"
data entry,"Tuple{String,Float32}[(""data entry"", 1.0), (""data entry 10"", 0.7692308), (""data centers"", 0.75), (""data center"", 0.72727275), (""datacentres"", 0.72727275)]","Tuple{String,Float32}[(""data entry"", 1.0), (""data entry 10"", 0.7692308), (""data centers"", 0.75), (""data center"", 0.72727275), (""datacentres"", 0.72727275)]"
visual basic for applications (vba),"Tuple{String,Float32}[(""visual basic for applications (vba)"", 1.0), (""visual basic for applications"", 0.82857144)]","Tuple{String,Float32}[(""visual basic for applications (vba)"", 1.0), (""visual basic for applications"", 0.82857144)]"
assembler,"Tuple{String,Float32}[(""assembler"", 1.0), (""assemblers"", 0.9), (""assembleur"", 0.9), (""assemble"", 0.8888889), (""assemblies"", 0.8), (""assembla"", 0.7777778), (""assembly"", 0.7777778), (""assemblages"", 0.72727275)]","Tuple{String,Float32}[(""assembler"", 1.0), (""assemblers"", 0.9), (""assembleur"", 0.9), (""assemble"", 0.8888889), (""assemblies"", 0.8), (""assembla"", 0.7777778), (""assembly"", 0.7777778), (""assemblages"", 0.72727275)]"
farsi,"Tuple{String,Float32}[(""farsi"", 1.0), (""fars"", 0.8)]","Tuple{String,Float32}[(""farsi"", 1.0), (""fars"", 0.8)]"
shell scripting,"Tuple{String,Float32}[(""shell scripting"", 1.0), (""html scripting"", 0.8), (""perl/shell scripting"", 0.75), (""unix shell scripting"", 0.75), (""event scripting"", 0.73333335), (""xml scripting"", 0.73333335)]","Tuple{String,Float32}[(""shell scripting"", 1.0), (""html scripting"", 0.8), (""perl/shell scripting"", 0.75), (""unix shell scripting"", 0.75), (""event scripting"", 0.73333335), (""xml scripting"", 0.73333335)]"
graphql,"Tuple{String,Float32}[(""grapher"", 0.71428573), (""graphs"", 0.71428573)]","Tuple{String,Float32}[(""grapher"", 0.71428573), (""graphs"", 0.71428573)]"
relay,"Tuple{String,Float32}[(""relays"", 0.8333333), (""replay"", 0.8333333), (""delay"", 0.8), (""relax"", 0.8)]","Tuple{String,Float32}[(""relays"", 0.8333333), (""replay"", 0.8333333), (""delay"", 0.8), (""relax"", 0.8)]"
lodash,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
webex and net meeting data sharing,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
